Frame,Time_s,Intensity
1,0.0,0.022104950432256944
2,0.030303030303030304,0.1002908340330311
3,0.06060606060606061,0.19917909746850015
4,0.09090909090909091,0.213195421700993
5,0.12121212121212122,0.21626012445597806
6,0.15151515151515152,0.21476842729870468
7,0.18181818181818182,0.21346280138012685
8,0.21212121212121213,0.21521718734497033
9,0.24242424242424243,0.21640710509830893
10,0.2727272727272727,0.2165478312452215
11,0.30303030303030304,0.2176798949159405
12,0.3333333333333333,0.21839759826519464
13,0.36363636363636365,0.21584889138222238
14,0.3939393939393939,0.21638834161205392
15,0.42424242424242425,0.21771116739303217
16,0.45454545454545453,0.22012383900065557
17,0.48484848484848486,0.21530318665697248
18,0.5151515151515151,0.21464021014262882
19,0.5454545454545454,0.21530475028082707
20,0.5757575757575758,0.22015511147774733
21,0.6060606060606061,0.22721174593348584
22,0.6363636363636364,0.23598211213384862
23,0.6666666666666666,0.23964881007284863
24,0.696969696969697,0.24094661787215352
25,0.7272727272727273,0.24294492915831215
26,0.7575757575757576,0.24465866090293642
27,0.7878787878787878,0.24253838695612018
28,0.8181818181818182,0.23974106388026908
29,0.8484848484848485,0.2367076336023757
30,0.8787878787878788,0.23493604777513183
31,0.9090909090909091,0.2315930199740308
32,0.9393939393939394,0.2242549332244671
33,0.9696969696969697,0.21849923381574266
34,1.0,0.21657754009845862
35,1.0303030303030303,0.21360665477474863
36,1.0606060606060606,0.20425931137204423
37,1.0909090909090908,0.20405916751865746
38,1.121212121212121,0.20455639990441524
39,1.1515151515151516,0.20119148136935003
40,1.1818181818181819,0.19608937673184176
41,1.2121212121212122,0.18912968695508742
42,1.2424242424242424,0.18837445663332328
43,1.2727272727272727,0.19122807016793947
44,1.303030303030303,0.19512931168512707
45,1.3333333333333333,0.19958407604683748
46,1.3636363636363635,0.1999671638912106
47,1.393939393939394,0.19875535540390782
48,1.4242424242424243,0.19322950870180725
49,1.4545454545454546,0.19060105700225116
50,1.4848484848484849,0.18996778934114456
51,1.5151515151515151,0.1918191199849723
52,1.5454545454545454,0.1948478593913019
53,1.5757575757575757,0.20333833692169412
54,1.606060606060606,0.22205335083721253
55,1.6363636363636365,0.22841886354922483
56,1.6666666666666667,0.24490414984810616
57,1.696969696969697,0.2573834318315427
58,1.7272727272727273,0.2579197548136651
59,1.7575757575757576,0.2589095287136169
60,1.7878787878787878,0.2616630703215397
61,1.8181818181818181,0.2602808268340872
62,1.8484848484848484,0.25720205146441094
63,1.878787878787879,0.25446727334274316
64,1.9090909090909092,0.255374175178402
65,1.9393939393939394,0.25552428306844205
66,1.9696969696969697,0.2550098508202839
67,2.0,0.2559370797660523
68,2.0303030303030303,0.2542858929756114
69,2.0606060606060606,0.25580260811455807
70,2.090909090909091,0.2569659442623687
71,2.121212121212121,0.25733026862048686
72,2.1515151515151514,0.2587797479336864
73,2.1818181818181817,0.2620445945420582
74,2.212121212121212,0.2625027363314514
75,2.242424242424242,0.2645417018378292
76,2.272727272727273,0.26597241766477375
77,2.303030303030303,0.2664618319312586
78,2.3333333333333335,0.26549863963683473
79,2.3636363636363638,0.26676204771133877
80,2.393939393939394,0.2682631266117396
81,2.4242424242424243,0.2678034211984919
82,2.4545454545454546,0.26373487192886375
83,2.484848484848485,0.26394127027766884
84,2.515151515151515,0.2633799293138731
85,2.5454545454545454,0.2618413234409623
86,2.5757575757575757,0.26050442504529275
87,2.606060606060606,0.25962879568672564
88,2.6363636363636362,0.2580808080706873
89,2.6666666666666665,0.2537214247641065
90,2.696969696969697,0.24991400067819394
91,2.727272727272727,0.2475388560430805
92,2.757575757575758,0.24469462425159183
93,2.787878787878788,0.24085280044087848
94,2.8181818181818183,0.23712512117154969
95,2.8484848484848486,0.236044657088032
96,2.878787878787879,0.23377740249888493
97,2.909090909090909,0.22711636487835618
98,2.9393939393939394,0.22322606872815068
99,2.9696969696969697,0.2184898520726151
100,3.0,0.21537511335428336
101,3.0303030303030303,0.21286236981996656
102,3.0606060606060606,0.20892047408255976
103,3.090909090909091,0.20417643930775123
104,3.121212121212121,0.20270506926058754
105,3.1515151515151514,0.2038762235276711
106,3.1818181818181817,0.20457516339067025
107,3.212121212121212,0.2042436751334984
108,3.242424242424242,0.20355255338977216
109,3.272727272727273,0.2034540450869334
110,3.303030303030303,0.20255496137054743
111,3.3333333333333335,0.20225161834275812
112,3.3636363636363638,0.19961222127622
113,3.393939393939394,0.20082090251581353
114,3.4242424242424243,0.20172311347990865
115,3.4545454545454546,0.20229383618683186
116,3.484848484848485,0.20301779403150438
117,3.515151515151515,0.20239234448967072
118,3.5454545454545454,0.20432341995008216
