,dia,cw,liver,time,dia_filt,cw_filt,liver_filt
0,37.68181818181818,72.9656652360515,36.559322033898304,0.0,40.68256207377715,70.68526983662639,37.42375821571064
1,38.0,72.74248927038627,36.172413793103445,0.02838489923360772,40.71939545215609,70.62354567007047,37.40559154745612
2,37.391304347826086,72.58119658119658,35.87719298245614,0.05676979846721544,40.757167641426285,70.56114250197587,37.387809886728085
3,38.416666666666664,72.32765957446809,35.49090909090909,0.08515469770082316,40.795880624746545,70.49810404894912,37.37051602686284
4,39.208333333333336,72.13135593220339,34.96296296296296,0.11353959693443089,40.83536907128059,70.43447902454656,37.3538313754104
5,37.04545454545455,71.92887029288703,35.056603773584904,0.1419244961680386,40.87561008722306,70.3703146800268,37.33785787390854
6,36.59090909090909,71.74273858921161,34.568627450980394,0.17030939540164633,40.91693369108506,70.30565322597833,37.322656342817545
7,37.36363636363637,71.36363636363636,34.98,0.19869429463525407,40.959535887950125,70.24054995222328,37.30825940010572
8,37.77272727272727,71.19341563786008,34.63265306122449,0.22707919386886177,41.00331093517627,70.17507278897934,37.29466346615042
9,37.38095238095238,70.95901639344262,35.244897959183675,0.2554640931024695,41.04817739114394,70.1092767738635,37.28183805644876
10,36.80952380952381,70.78775510204082,35.541666666666664,0.2838489923360772,41.09422475541267,70.0432054175601,37.269685729561694
11,36.42857142857143,70.369918699187,36.361702127659576,0.31223389156968495,41.14162002339786,69.97691681471022,37.258041505908935
12,37.19047619047619,69.9919028340081,36.30434782608695,0.34061879080329266,41.19042371834118,69.91050002286698,37.24675220539566
13,37.714285714285715,69.41532258064517,36.55555555555556,0.36900369003690037,41.240518815394225,69.84407312696311,37.23573816328338
14,40.40909090909091,69.35887096774194,36.59090909090909,0.39738858927050813,41.291563020705105,69.77774125957947,37.22495766830477
15,40.77272727272727,69.33333333333333,36.72093023255814,0.42577348850411584,41.34307335701584,69.71154018493709,37.21437134840916
16,40.65217391304348,69.056,36.146341463414636,0.45415838773772355,41.394803639957516,69.64547945110584,37.20399804013686
17,42.08695652173913,68.67729083665338,35.7,0.48254328697133125,41.446646472667474,69.57961430536503,37.19395099484665
18,42.21739130434783,68.57539682539682,35.76923076923077,0.510928186204939,41.49838934448821,69.51401419229076,37.184338202825614
19,42.75,68.18577075098814,34.75675675675676,0.5393130854385467,41.54987150189078,69.4487355562729,37.175261614044764
20,41.65217391304348,67.65490196078431,35.25,0.5676979846721544,41.60110154229095,69.38386992863963,37.16683465188909
21,40.63636363636363,67.36328125,35.361111111111114,0.5960828839057621,41.6523088127767,69.3195352941662,37.15904786567208
22,41.09090909090909,66.91439688715953,35.714285714285715,0.6244677831393699,41.70372233884385,69.25583549192551,37.151813789107486
23,41.142857142857146,66.65891472868218,35.97142857142857,0.6528526823729776,41.755362832175564,69.19286516860072,37.14504465749055
24,42.95454545454545,66.46124031007751,35.8235294117647,0.6812375816065853,41.807058223805576,69.13069635005681,37.13868109058426
25,41.523809523809526,66.24324324324324,35.94117647058823,0.7096224808401931,41.85864644654149,69.06937835716296,37.13271478178916
26,41.285714285714285,66.11196911196912,36.294117647058826,0.7380073800738007,41.91024633691288,69.00895251942973,37.12710881308207
27,41.19047619047619,66.05791505791505,36.88235294117647,0.7663922793074085,41.96203354243971,68.94944213093427,37.12174912317241
28,39.7,65.96538461538462,37.05882352941177,0.7947771785410163,42.01417715992928,68.89085465726525,37.11649833788362
29,39.55,66.0576923076923,37.55882352941177,0.8231620777746239,42.06695035689093,68.83318313613923,37.111240169793135
30,39.0,65.85823754789271,37.970588235294116,0.8515469770082317,42.12055606009073,68.77641776019006,37.10584663351356
31,39.89473684210526,65.75095785440612,37.470588235294116,0.8799318762418393,42.17503957676226,68.72057338724922,37.10025051779829
32,40.111111111111114,65.56106870229007,37.294117647058826,0.9083167754754471,42.23030245537871,68.66568028060652,37.09451085961098
33,40.77777777777778,65.61068702290076,36.61764705882353,0.9367016747090549,42.28620368091758,68.61175576728581,37.0887474674557
34,40.529411764705884,65.31939163498099,36.35294117647059,0.9650865739426625,42.34265754077518,68.55881306916893,37.0831011943954
35,40.88235294117647,65.1596958174905,37.0,0.9934714731762703,42.399640409683194,68.50689043212394,37.077614687574965
36,40.8125,65.01136363636364,37.11764705882353,1.021856372409878,42.45713958413141,68.45603170342368,37.0721949758163
37,41.4375,65.0530303030303,37.14705882352941,1.0502412716434857,42.51510669078859,68.40625368450463,37.06676782217614
38,41.0625,65.29545454545455,37.44117647058823,1.0786261708770934,42.57349613669611,68.3575264292702,37.06129407419239
39,41.875,65.15151515151516,37.38235294117647,1.1070110701107012,42.63227181974316,68.30980401024611,37.055727547210616
40,42.625,65.25378787878788,36.76470588235294,1.1353959693443088,42.69129337731442,68.26306672717934,37.05010155725162
41,43.64705882352941,65.46768060836501,36.05882352941177,1.1637808685779165,42.75031438729534,68.21727788102883,37.04457337495154
42,41.94117647058823,65.73384030418251,36.088235294117645,1.1921657678115243,42.80926707793461,68.17235958205248,37.039300302061136
43,41.55555555555556,65.91984732824427,35.029411764705884,1.220550667045132,42.86839092557498,68.1282234012409,37.03441633025439
44,42.166666666666664,66.07251908396947,34.794117647058826,1.2489355662787398,42.9278531431143,68.08479240186573,37.03010469657444
45,41.72222222222222,66.14885496183206,34.6764705882353,1.2773204655123476,42.987641458408575,68.04200761941597,37.02649502030255
46,41.72222222222222,65.91603053435115,34.88235294117647,1.305705364745955,43.04779698308163,67.99984967570757,37.02360720523491
47,43.78947368421053,65.98084291187739,34.911764705882355,1.3340902639795629,43.10820979170404,67.95833096701779,37.02141460234197
48,44.10526315789474,65.73946360153256,35.088235294117645,1.3624751632131706,43.16854517024376,67.91746568981547,37.01988142726262
49,45.05263157894737,65.90038314176245,35.14705882352941,1.3908600624467784,43.22853232975093,67.87726128539012,37.018972105413425
50,45.1578947368421,65.96934865900383,36.23529411764706,1.4192449616803862,43.28800617820913,67.83769308006448,37.01857640872795
51,45.68421052631579,65.97318007662835,36.294117647058826,1.4476298609139937,43.34685168990085,67.79872441401457,37.01851175971414
